"DNR_GRID_ID","Season","Resolution","TRUE_SPECIES","CROWD_SPECIES","Agreement_Species","TRUE_COUNT","ModeCrowdNAnimals.x","ModeCrowdNAnimals_Low","ModeCrowdNAnimals_High","Agreement_Total_CountTRUE","Agreement_Total_CountTRUE.low","Agreement_Total_CountTRUE.high","n_species_voted_for","numusers","propusers","Pielou_users","UserVotes","VarCrowdNAnimals","MeanCrowdNAnimals","Pielou_Nanimals","maxprop_NAnimals","jday","dectime","TW_Changes_Hour"
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,1,1.333333333,0.503258335,0.888888889,1.57,0.9883333333,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,1.57,0.99,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,14,0.928571429,0.500329107,13,0.4625,1.0625,0.593139062,0.857142857,1.57,0.9916666667,0
"ELKBR003","1","Low","SQUIRREL","NOTHINGHERE",0,1,"1",1,1,1,1,1,6,14,0.357142857,0.925702386,5,3.838095238,1.133333333,0.776649014,0.642857143,1.63,1.265,0.116279048
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,1.63,2.125,0.25845917
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0.151515152,1.166666667,0.650022422,0.833333333,1.64,0.7266666667,0.335195411
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,1.64,1.948333333,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0.111111111,0.888888889,0.503258335,0.888888889,1.64,2.086666667,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0,1,0,1,1.65,1.763333333,0.089820357
"ELKBR003","1","Low","PORCUPINE","UNKNOWN",0,1,"1",1,1,1,1,1,6,14,0.214285714,0.947331203,3,0,1,0,1,1.66,0.4766666667,0.219409981
"ELKBR003","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,9,1,0,9,0.25,1.666666667,0.918295834,0.666666667,1.66,1.248333333,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.5,1.25,0.543564443,0.875,1.66,1.25,0.0243309
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,8,15,0.533333333,0.768963532,8,0.066666667,0.933333333,0.353359335,0.933333333,1.68,2.318333333,0.056872037
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,3,8,0.75,0.669591946,6,0,1,0,1,1.69,0.0266666667,0.08086253
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,9,0.777777778,0.622365973,7,0,1,0,1,1.69,1.263333333,0.096262941
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,4,14,0.428571429,0.958773619,6,0,1,0,1,1.74,0.36,0.073492155
"ELKBR003","1","Low","PORCUPINE","RACCOON",0,1,"1",1,1,1,1,1,5,15,0.466666667,0.845334804,7,0,1,0,1,1.74,2.291666667,0.030518819
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,4,11,0.909090909,0.534242277,10,0,1,0,1,1.76,0.7683333333,0.083012258
"ELKBR003","1","Low","PORCUPINE","FISHER",0,1,"1",1,1,1,1,1,9,15,0.266666667,0.922176843,4,0.123809524,0.866666667,0.566509507,0.866666667,1.77,0.2733333333,0.110689366
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,1.77,1.991666667,0.058195928
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,1,0.352213889,9,0.1,0.9,0.468995594,1,1.77,2.121666667,0
"ELKBR003","1","Low","PORCUPINE","RACCOON",0,1,"1",1,1,1,1,1,6,15,0.466666667,0.805920772,7,0.229166667,0.6875,0.896038233,0.733333333,1.82,0.0083333333,0.872594887
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,4,15,0.666666667,0.7128026,10,0,1,0,1,1.82,2.105,0.051903119
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,2.777777778,1.555555556,0.503258335,0.888888889,1.84,0.8833333333,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.125,0.875,0.543564443,0.875,1.87,0.2366666667,0.020283975
"ELKBR003","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,4,15,0.6,0.735801131,9,0.257142857,0.4,0.970950594,0.6,1.9,0.615,0.037759598
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,4,14,0.642857143,0.741915853,9,0,1,0,1,1.93,0.2683333333,0.129690283
"ELKBR003","1","Low","SQUIRREL","SQUIRREL",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,1.93,2,0.062346247
"ELKBR003","1","Low","DEER","DEER",1,1,"0 and/or 2",0,2,0,0,0,2,12,0.583333333,0.979868757,7,0.909090909,1,0.935893281,0.416666667,2.03,0.7033333333,0.104529593
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,2.03,0.705,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,2.03,1.346666667,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0.125,0.875,0.543564443,0.875,2.03,1.743333333,0.031880979
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,2,10,0.7,0.881290899,7,0,1,0,1,2.05,0.08,0.169495648
"ELKBR003","1","Low","COYOTE","COYOTE",1,1,"1",1,1,1,1,1,3,15,0.6,0.776649014,9,0,1,0,1,2.05,1.828333333,0.117525635
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0.111111111,0.888888889,0.503258335,0.888888889,2.07,2.118333333,0.017725259
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0.125,0.875,0.543564443,0.875,2.07,2.118333333,0.019646366
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,13,0.769230769,0.779349837,10,0,1,0,1,2.1,0.5783333333,5.500905373
"ELKBR003","1","Low","PORCUPINE","PORCUPINE",1,1,"1",1,1,1,1,1,3,12,0.833333333,0.515273445,10,0,1,0,1,2.11,0.335,0.11883162
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,2.11,1.715,0.072463768
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,14,0.857142857,0.591672779,12,0,1,0,1,2.11,1.716666667,0.065288361
"ELKBR003","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,1,5,1,0,5,0,0,0,1,2.12,0.8483333333,60.06048874
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.14,0.5416666667,0.21352312
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,2.14,1.666666667,0
"ELKBR003","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,8,1,0,8,0,2,0,1,2.14,1.666666667,0.15228427
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.14,1.668333333,0.016304348
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.17,0.7883333333,0
"ELKBR003","1","Low","UNKNOWN","NOTHINGHERE",0,0,"0",0,0,1,1,1,2,6,0.833333333,0.650022422,5,0.166666667,0.166666667,0.650022422,0.833333333,2.18,2.325,0.103626952
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,2.2,2.356666667,0
"ELKBR003","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,2.2,2.356666667,60.00384025
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,13,1,0,13,0,1,0,1,2.29,2.351666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,14,0.785714286,0.749595257,11,0.181318681,0.785714286,0.749595257,0.785714286,2.32,2.37,0
"ELKBR044","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,12,1,0,12,0,2,0,1,2.33,1.001666667,0.026490066
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,11,0.909090909,0.439496987,10,0.2,1,0.546294702,0.818181818,2.43,1.911666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,2.43,1.911666667,0
"ELKBR044","1","Low","COYOTE","COYOTE",1,1,"1",1,1,1,1,1,3,14,0.571428571,0.86991553,8,0,1,0,1,2.48,0.255,0.051295935
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,2.52,0.79,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,2.52,1.925,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,11,0.909090909,0.439496987,10,0,1,0,1,2.52,1.926666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,2.52,1.933333333,0
"ELKBR044","1","Low","DEER","UNKNOWN",0,1,"1 and/or 0",0,1,0,0,1,2,12,0.5,1,6,0.272727273,0.5,1,0.5,2.53,1.911666667,0.042046252
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,11,0.818181818,0.546294702,9,0.163636364,0.818181818,0.684038436,0.818181818,2.53,2.343333333,32.60845928
"ELKBR044","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,1,4,1,0,4,0,0,0,1,2.53,2.381666667,2.608699282
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.5,1.333333333,0.622365973,0.777777778,2.53,2.381666667,0.967740937
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,2.54,0.3516666667,59.99520038
"ELKBR044","1","Low","DEER","UNKNOWN",0,1,"1 and/or 0",0,1,0,0,1,2,10,0.5,1,5,0.277777778,0.5,1,0.5,2.54,0.3516666667,0.072904007
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,6.125,1.875,0.543564443,0.875,2.54,0.3516666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,2.54,1.723333333,0.388693587
"ELKBR044","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,1,4,1,0,4,0,0,0,1,2.54,2.04,0.549252644
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.56,0.415,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,4,14,0.785714286,0.544615039,11,0.131868132,0.857142857,0.591672779,0.857142857,2.56,1.876666667,0
"ELKBR044","1","Low","COYOTE","FOXRED",0,1,"1",1,1,1,1,1,4,15,0.466666667,0.873232899,7,0,1,0,1,2.56,1.995,1.004201894
"ELKBR044","1","Low","SQUIRREL","SQUIRREL",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,2.57,0.83,0.251018426
"ELKBR044","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,3,10,0.6,0.817345422,6,0.266666667,0.4,0.970950594,0.6,2.57,2.241666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,12,0.833333333,0.650022422,10,0,1,0,1,2.58,0.6416666667,0.178571454
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,15,0.933333333,0.353359335,14,0.066666667,0.933333333,0.353359335,0.933333333,2.58,0.6433333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,2.59,1.996666667,59.99520038
"ELKBR044","1","Low","BOBCAT","FOXRED",0,1,"1",1,1,1,1,1,9,15,0.333333333,0.90420054,5,0,1,0,1,2.61,0.675,0.107297208
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0,1,0,1,2.61,1.948333333,0.078534025
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.8,0.721928095,8,0.233333333,0.7,0.881290899,0.7,2.61,1.951666667,0.06904487
"ELKBR044","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,2,4,0.75,0.811278124,3,0.25,0.25,0.811278124,0.75,2.62,2.086666667,2.499995
"ELKBR044","1","Low","COYOTE","UNKNOWN",0,1,"1",1,1,1,1,1,3,15,0.466666667,0.811812688,7,0,1,0,1,2.62,2.126666667,14.5000718
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.64,0.7083333333,59.99520038
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0.125,0.875,0.543564443,0.875,2.64,1.738333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,13,0.769230769,0.625418116,10,2.192307692,1.230769231,0.625418116,0.769230769,2.64,2.09,0
"ELKBR044","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,9,1,0,9,0,2,0,1,2.67,1.881666667,0
"ELKBR044","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,9,1,0,9,0,2,0,1,2.67,1.895,0
"ELKBR044","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,9,1,0,9,0.111111111,1.888888889,0.503258335,0.888888889,2.67,1.905,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,2.67,1.906666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0,1,0,1,2.67,1.908333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,2.67,1.908333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0,1,0,1,2.72,0.3183333333,0.013455932
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,6,1,0,6,0,1,0,1,2.72,0.32,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,11,0.909090909,0.439496987,10,0.090909091,0.909090909,0.439496987,0.909090909,2.72,0.3216666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0.1,0.9,0.468995594,0.9,2.72,0.3233333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,2.72,0.3266666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.72,0.33,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,13,1,0,13,0,1,0,1,2.72,0.455,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,2.72,0.4616666667,59.99520038
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,2.74,0.5416666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0,1,0,1,2.74,0.5433333333,60.00384025
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.125,0.875,0.543564443,0.875,2.74,2.006666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,2.74,2.008333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,2.74,2.008333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0,1,0,1,2.74,2.01,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,7,15,0.533333333,0.774236718,8,0.20952381,1.066666667,0.571361948,0.8,2.74,2.043333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"2 and/or 1",1,2,0,1,0,6,14,0.428571429,0.823255764,6,0.269230769,1.5,1,0.5,2.74,2.05,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0,1,0,1,2.74,2.058333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,6,1,0,6,0,1,0,1,2.74,2.081666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,4,12,0.666666667,0.709147917,8,0,1,0,1,2.74,2.108333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,6,15,0.466666667,0.84983501,7,0.171428571,1.2,0.721928095,0.8,2.74,2.11,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,15,1,0,15,0.066666667,1.066666667,0.353359335,0.933333333,2.74,2.145,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,2.74,2.151666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,2.74,2.173333333,60.00384025
"ELKBR044","1","Low","DEER","UNKNOWN",0,1,"1",1,1,1,1,1,6,15,0.266666667,0.924538787,4,0.20952381,1.066666667,0.571361948,0.8,2.74,2.173333333,59.99520038
"ELKBR044","1","Low","DEER","UNKNOWN",0,1,"1",1,1,1,1,1,3,15,0.4,0.960229718,6,0.066666667,1.066666667,0.353359335,0.933333333,2.74,2.175,72.00391705
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,5,13,0.769230769,0.615763954,10,0,1,0,1,2.74,2.183333333,12.0000768
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,10,0.8,0.581671866,8,0.1,0.9,0.468995594,0.9,2.74,2.185,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0.125,0.875,0.543564443,0.875,2.74,2.186666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.74,2.223333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,11.21818182,2.272727273,0.546294702,0.818181818,2.74,2.225,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,2.74,2.228333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.125,1.125,0.543564443,0.875,2.74,2.228333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,2.74,2.231666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,2.74,2.233333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,13,1,0,13,0,1,0,1,2.74,2.235,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0,1,0,1,2.74,2.235,0.114942529
"ELKBR044","1","Low","SQUIRREL","SQUIRREL",1,1,"1",1,1,1,1,1,4,12,0.666666667,0.709147917,8,0.151515152,0.833333333,0.650022422,0.833333333,2.75,0.705,0.114942529
"ELKBR044","1","Low","SQUIRREL","SQUIRREL",1,1,"1",1,1,1,1,1,5,12,0.75,0.648713295,9,0,1,0,1,2.75,0.8,0.89552196
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,2.75,0.9116666667,0.89552196
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,2.75,0.9133333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,2.75,0.9783333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0.1,1.1,0.468995594,0.9,2.75,0.98,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0.285714286,1.428571429,0.985228136,0.571428571,2.75,1.011666667,0.320855642
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,2.75,1.913333333,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,2.75,1.915,0
"ELKBR044","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,1,3,1,0,3,0,0,0,1,2.76,0.5933333333,60.00384025
"ELKBR044","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,1,3,1,0,3,0,0,0,1,2.76,1.178333333,0
"ELKBR044","1","Low","SQUIRREL","SQUIRREL",1,1,"1",1,1,1,1,1,4,15,0.4,0.903119464,6,0.20952381,0.733333333,0.836640742,0.733333333,2.77,0.2233333333,2.798124858
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,5.333333333,2,0.581671866,0.8,2.77,1.78,60.25494074
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,2.79,0.415,0
"ELKBR044","1","Low","SQUIRREL","SQUIRREL",1,1,"1",1,1,1,1,1,3,12,0.666666667,0.75,8,0,1,0,1,2.8,2.393333333,0.085089811
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.5,1.25,0.543564443,0.875,2.82,0.965,59.99520038
"ELKBR044","1","Low","NOTHINGHERE","NOTHINGHERE",1,0,"0",0,0,1,1,1,1,3,1,0,3,0,0,0,1,2.82,0.9666666667,119.9990406
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,2.82,0.9683333333,60.32642081
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,2.83,0.27,0.071856289
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,2.83,0.2716666667,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,1,0.332192809,10,0.090909091,0.909090909,0.439496987,1,2.83,0.2766666667,29.99976
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,11,0.909090909,0.439496987,10,1.454545455,1.363636364,0.439496987,0.909090909,2.85,0.375,0
"ELKBR044","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,16,0.75,0.811278124,12,0,1,0,1,2.85,0.375,0.049833888
